NAME,us,Year,Topic,Geo,Variable,Value,Display
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_013MA,,B01001_013MA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_014E,,B01001_014E
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_014EA,,B01001_014EA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_014M,,B01001_014M
